Drug1,Drug2,Drug3,Score
temozolomide_hct,fludarabine,hct116,-0.0195
imatinib,gefitinib,hct116,-0.139
erlotinib,docetaxel,hct116,-0.1903
estramustinephosphatesodium,streptozocin,hct116,-0.0944
crizotinib,pazopanib,hct116,-0.1393
adavosertib,topotecan,hct116,-0.5245
allopurinol,axitinib,hct116,-0.0253
fludarabine,altretamine,hct116,0.04
adavosertib,geldanamycin_hct,hct116,-0.4421
adavosertib,sorafenib,hct116,-0.5529
docetaxel,nilotinib,hct116,-0.0603
streptozocin,fludarabine,hct116,-0.0468
busulfan,lapatinib,hct116,-0.1987
ixabepilone,dacarbazine,hct116,-0.0117
temozolomide_hct,gefitinib,hct116,-0.1651
dacarbazine,axitinib,hct116,0.0218
cladribine,vemurafenib_hct,hct116,-0.0107
temozolomide_hct,crizotinib,hct116,-0.0916
hydroxyurea,dasatinib,hct116,0.0079
lapatinib,crizotinib,hct116,-0.1164
pazopanib,crizotinib,hct116,-0.156
bortezomib,axitinib,hct116,-0.0627
imiquimod_hct,busulfan,hct116,-0.1663
streptozocin,sirolimus,hct116,-0.0096
sirolimus,mitotane,hct116,-0.0026
estramustinephosphatesodium,cyclophosphamide,hct116,-0.1443
cladribine,lenalidomide_hct,hct116,-0.0985
fludarabine,celecoxib,hct116,-0.1053
estramustinephosphatesodium,vismodegib,hct116,0.0532
estramustinephosphatesodium,sorafenib,hct116,-0.2297
aminolevulinicacid,pazopanib,hct116,0.0707
cladribine,megestrolacetate,hct116,-0.0065
sunitinib,axitinib,hct116,-0.0336
gefitinib,pazopanib,hct116,-0.1729
nelarabine,fludarabine,hct116,-0.066
busulfan,nelarabine,hct116,-0.1837
gemcitabine_hct,lenalidomide_hct,hct116,-0.0376
busulfan,imatinib,hct116,-0.047
mitotane,hydroxyurea,hct116,0.1405
cladribine,abiraterone,hct116,-0.0261
dacarbazine,lenalidomide_hct,hct116,-0.0077
estramustinephosphatesodium,lenalidomide_hct,hct116,-0.0098
bendamustine,dasatinib,hct116,-0.0397
procarbazine,axitinib,hct116,-0.026
cyclophosphamide,fludarabine,hct116,-0.026
dactinomycin,gefitinib,hct116,-0.3861
estramustinephosphatesodium,imiquimod_hct,hct116,-0.076
cladribine,altretamine,hct116,-0.0228
sunitinib,dasatinib,hct116,-0.0339
altretamine,gefitinib,hct116,-0.067
dasatinib,dacarbazine,hct116,-0.0331
busulfan,capecitabine,hct116,-0.2214
ixabepilone,axitinib,hct116,-0.0671
cladribine,vandetanib,hct116,-0.0868
aminolevulinicacid,doxorubicin,hct116,0.0127
methoxsalen,gefitinib,hct116,-0.0628
doxorubicin,sorafenib,hct116,-0.4075
dasatinib,pazopanib,hct116,0.0018
dasatinib,letrozole,hct116,0.0571
estramustinephosphatesodium,raloxifene,hct116,0.0816
anastrozole,gefitinib,hct116,-0.1585
cyclophosphamide,doxorubicin,hct116,0.0325
estramustinephosphatesodium,abiraterone,hct116,0.0739
dacarbazine,ruxolitinib,hct116,0.0053
letrozole,axitinib,hct116,-0.0141
estramustinephosphatesodium,vinblastine,hct116,-0.2414
temozolomide_hct,axitinib,hct116,-0.0105
procarbazine,dasatinib,hct116,-0.0299
bortezomib,dacarbazine,hct116,-0.0347
doxorubicin,sunitinib,hct116,-0.1786
lenalidomide_hct,axitinib,hct116,0.0026
erlotinib,fludarabine,hct116,-0.1095
dasatinib,megestrolacetate,hct116,-0.0665
dasatinib,tamoxifen,hct116,0.0095
estramustinephosphatesodium,tamoxifen,hct116,-0.224
ifosfamide,axitinib,hct116,-0.0085
aminolevulinicacid,axitinib,hct116,0.0362
dacarbazine,megestrolacetate,hct116,-0.0278
bendamustine,fludarabine,hct116,0.0283
allopurinol,docetaxel,hct116,-0.0847
dasatinib,lenalidomide_hct,hct116,-0.0767
imiquimod_hct,axitinib,hct116,-0.006
estramustinephosphatesodium,nilotinib,hct116,-0.1411
fulvestrant,fludarabine,hct116,-0.0877
ifosfamide,fludarabine,hct116,-0.0667
aminolevulinicacid,dacarbazine,hct116,-0.0808
estramustinephosphatesodium,vandetanib,hct116,0.0951
cyclophosphamide,bendamustine,hct116,-0.0206
dasatinib,nilotinib,hct116,-0.0065
mitotane,sirolimus,hct116,0.0279
gemcitabine_hct,vandetanib,hct116,0.0203
estramustinephosphatesodium,capecitabine,hct116,-0.1166
estramustinephosphatesodium,megestrolacetate,hct116,0.038
estramustinephosphatesodium,procarbazine,hct116,-0.14
estramustinephosphatesodium,thalidomide_hct,hct116,-0.0806
fulvestrant,axitinib,hct116,-0.024
chlorambucil,doxorubicin,hct116,0.0921
celecoxib,megestrolacetate,hct116,-0.1352
streptozocin,doxorubicin,hct116,0.0242
procarbazine,doxorubicin,hct116,-0.0044
methoxsalen,docetaxel,hct116,-0.1639
sirolimus,bendamustine,hct116,-0.0085
altretamine,axitinib,hct116,-0.0257
doxorubicin,tamoxifen,hct116,-0.3208
nelarabine,gefitinib,hct116,-0.1419
ifosfamide,dasatinib,hct116,-0.0178
ifosfamide,docetaxel,hct116,-0.0838
erlotinib,aminolevulinicacid,hct116,0.0172
lapatinib,gefitinib,hct116,-0.1242
docetaxel,capecitabine,hct116,0.0385
nilotinib,axitinib,hct116,-0.0451
erlotinib,sirolimus,hct116,-0.193
sirolimus,vinblastine,hct116,-0.0092
fludarabine,vandetanib,hct116,0.0756
fludarabine,ruxolitinib,hct116,0.0049
estramustinephosphatesodium,letrozole,hct116,-0.2159
celecoxib,vismodegib,hct116,-0.044
hydroxyurea,axitinib,hct116,-0.0001
allopurinol,tamoxifen,hct116,0.0376
estramustinephosphatesodium,pazopanib,hct116,0.0185
cyclophosphamide,dasatinib,hct116,-0.0054
streptozocin,aminolevulinicacid,hct116,0.0042
anastrozole,axitinib,hct116,-0.0265
lapatinib,sirolimus,hct116,-0.0884
aminolevulinicacid,dasatinib,hct116,-0.0584
estramustinephosphatesodium,hydroxyurea,hct116,-0.1725
vismodegib,axitinib,hct116,-0.0476
cladribine,raloxifene,hct116,-0.0477
megestrolacetate,axitinib,hct116,-0.0229
streptozocin,megestrolacetate,hct116,0.0151
mitotane,lenalidomide_hct,hct116,-0.0803
aminolevulinicacid,abiraterone,hct116,-0.0066
aminolevulinicacid,lenalidomide_hct,hct116,-0.0138
streptozocin,dacarbazine,hct116,0.0871
dasatinib,vandetanib,hct116,-0.0193
altretamine,doxorubicin,hct116,0.0545
mitotane,megestrolacetate,hct116,-0.0778
pazopanib,axitinib,hct116,-0.08
gemcitabine_hct,megestrolacetate,hct116,-0.0704
procarbazine,dacarbazine,hct116,-0.0981
bortezomib,abiraterone,hct116,-0.0853
vinblastine,sirolimus,hct116,0.0241
streptozocin,tamoxifen,hct116,-0.028
dasatinib,altretamine,hct116,-0.1021
dasatinib,vismodegib,hct116,-0.0015
estramustinephosphatesodium,fulvestrant,hct116,-0.1474
procarbazine,aminolevulinicacid,hct116,0.0839
fulvestrant,dasatinib,hct116,-0.0714
methoxsalen,dasatinib,hct116,-0.0499
mitotane,dacarbazine,hct116,-0.0713
sirolimus,temozolomide_hct,hct116,-0.0077
imatinib,tamoxifen,hct116,0.0627
sorafenib,dasatinib,hct116,-0.0377
procarbazine,tamoxifen,hct116,0.025
streptozocin,vandetanib,hct116,0.0241
thalidomide_hct,fludarabine,hct116,-0.0816
lapatinib,axitinib,hct116,-0.0693
docetaxel,anastrozole,hct116,0.092
estramustinephosphatesodium,lapatinib,hct116,-0.0514
mitotane,sorafenib,hct116,-0.0968
celecoxib,vandetanib,hct116,-0.081
imiquimod_hct,docetaxel,hct116,-0.0877
streptozocin,mitotane,hct116,0.0262
cyclophosphamide,procarbazine,hct116,0.0715
exemestane,doxorubicin,hct116,-0.0675
allopurinol,sirolimus,hct116,-0.1115
thalidomide_hct,sirolimus,hct116,-0.0366
hydroxyurea,lenalidomide_hct,hct116,-0.0245
procarbazine,streptozocin,hct116,0.012
sirolimus,anastrozole,hct116,0.0191
sirolimus,nelarabine,hct116,0.0941
cyclophosphamide,vandetanib,hct116,0.0765
doxorubicin,nilotinib,hct116,-0.2771
axitinib,vismodegib,hct116,-0.0849
streptozocin,lenalidomide_hct,hct116,-0.0063
streptozocin,abiraterone,hct116,0.1397
hydroxyurea,abiraterone,hct116,-0.0341
lapatinib,fludarabine,hct116,-0.0082
ixabepilone,abiraterone,hct116,-0.0804
megestrolacetate,lenalidomide_hct,hct116,0.0189
fludarabine,pazopanib,hct116,0.0498
cyclophosphamide,megestrolacetate,hct116,-0.0012
cyclophosphamide,sunitinib,hct116,0.0605
sunitinib,tamoxifen,hct116,-0.003
estramustinephosphatesodium,bendamustine,hct116,-0.1812
gemcitabine_hct,altretamine,hct116,-0.0897
estramustinephosphatesodium,allopurinol,hct116,-0.1894
capecitabine,dacarbazine,hct116,-0.0437
lapatinib,abiraterone,hct116,0.0074
vemurafenib_hct,axitinib,hct116,-0.0586
abiraterone,vandetanib,hct116,-0.0156
erlotinib,abiraterone,hct116,-0.0205
valrubicin,lenalidomide_hct,hct116,0.0174
cyclophosphamide,streptozocin,hct116,-0.0081
lenalidomide_hct,vismodegib,hct116,-0.0026
fulvestrant,abiraterone,hct116,-0.041
hydroxyurea,dacarbazine,hct116,0.0226
allopurinol,doxorubicin,hct116,0.0042
cyclophosphamide,tamoxifen,hct116,-0.005
mitotane,sunitinib,hct116,-0.0326
fulvestrant,doxorubicin,hct116,-0.3041
gefitinib,raloxifene,hct116,-0.148
valrubicin,abiraterone,hct116,-0.0406
aminolevulinicacid,vinblastine,hct116,0.0304
erlotinib,dasatinib,hct116,-0.1043
dacarbazine,vemurafenib_hct,hct116,0.003
procarbazine,mitotane,hct116,0.0075
erlotinib,estramustinephosphatesodium,hct116,0.3493
gemcitabine_hct,ruxolitinib,hct116,0.013
bortezomib,vismodegib,hct116,-0.0677
methoxsalen,axitinib,hct116,-0.0763
fulvestrant,lenalidomide_hct,hct116,-0.0327
aminolevulinicacid,fulvestrant,hct116,0.0471
imiquimod_hct,fludarabine,hct116,-0.2215
procarbazine,fulvestrant,hct116,0.0404
procarbazine,ruxolitinib,hct116,-0.109
vandetanib,axitinib,hct116,0.0004
streptozocin,bendamustine,hct116,0.0108
anastrozole,doxorubicin,hct116,-0.2976
estramustinephosphatesodium,methoxsalen,hct116,-0.0278
bortezomib,vandetanib,hct116,0.0001
streptozocin,sunitinib,hct116,0.0123
ifosfamide,sirolimus,hct116,-0.0274
estramustinephosphatesodium,ruxolitinib,hct116,0.0687
thalidomide_hct,doxorubicin,hct116,0.0572
axitinib,ruxolitinib,hct116,-0.0796
erlotinib,sorafenib,hct116,0.0463
erlotinib,axitinib,hct116,-0.0635
vinblastine,doxorubicin,hct116,-0.2586
sirolimus,hydroxyurea,hct116,-0.0082
methoxsalen,doxorubicin,hct116,0.0081
cyclophosphamide,allopurinol,hct116,0.0204
aminolevulinicacid,temozolomide_hct,hct116,0.0766
dasatinib,nelarabine,hct116,0.0709
imatinib,fludarabine,hct116,0.0113
procarbazine,sorafenib,hct116,0.0318
methoxsalen,dacarbazine,hct116,-0.021
methoxsalen,sirolimus,hct116,-0.118
methoxsalen,sunitinib,hct116,0.0319
dactinomycin,axitinib,hct116,-0.2724
doxorubicin,bendamustine,hct116,-0.2806
streptozocin,thalidomide_hct,hct116,0.1756
tamoxifen,dacarbazine,hct116,-0.0139
celecoxib,pazopanib,hct116,-0.1094
anastrozole,sirolimus,hct116,0.0589
streptozocin,vismodegib,hct116,0.0857
erlotinib,doxorubicin,hct116,-0.1919
celecoxib,ruxolitinib,hct116,-0.0498
estramustinephosphatesodium,ifosfamide,hct116,-0.097
sirolimus,capecitabine,hct116,0.0138
allopurinol,lenalidomide_hct,hct116,-0.0676
doxorubicin,capecitabine,hct116,-0.2003
altretamine,dacarbazine,hct116,-0.0237
altretamine,abiraterone,hct116,-0.0492
gemcitabine_hct,vismodegib,hct116,0.0328
fulvestrant,megestrolacetate,hct116,0.0114
megestrolacetate,abiraterone,hct116,0.0113
letrozole,vandetanib,hct116,0.0151
nilotinib,fludarabine,hct116,-0.0606
cyclophosphamide,fulvestrant,hct116,0.0702
cyclophosphamide,mitotane,hct116,0.0072
imatinib,axitinib,hct116,-0.0731
aminolevulinicacid,tamoxifen,hct116,-0.0258
aminolevulinicacid,mitotane,hct116,-0.0207
methoxsalen,lenalidomide_hct,hct116,0.0449
raloxifene,axitinib,hct116,-0.0964
letrozole,abiraterone,hct116,-0.0642
capecitabine,axitinib,hct116,0.0226
ixabepilone,lenalidomide_hct,hct116,0.0091
fulvestrant,mitotane,hct116,0.0226
abiraterone,vemurafenib_hct,hct116,-0.0431
lapatinib,dasatinib,hct116,0.0053
mitotane,imatinib,hct116,0.0338
erlotinib,allopurinol,hct116,0.0482
methoxsalen,streptozocin,hct116,-0.0221
sorafenib,fulvestrant,hct116,0.0387
aminolevulinicacid,sorafenib,hct116,0.0287
bortezomib,ruxolitinib,hct116,0.0089
doxorubicin,imatinib,hct116,-0.2933
thalidomide_hct,sunitinib,hct116,0.0151
streptozocin,vinblastine,hct116,0.0325
streptozocin,ruxolitinib,hct116,0.1247
streptozocin,allopurinol,hct116,0.0344
ifosfamide,aminolevulinicacid,hct116,0.0159
allopurinol,megestrolacetate,hct116,-0.0066
aminolevulinicacid,sunitinib,hct116,0.0096
bendamustine,axitinib,hct116,-0.0677
gefitinib,doxorubicin,hct116,-0.0278
cyclophosphamide,sorafenib,hct116,0.0114
estramustinephosphatesodium,pralatrexate,hct116,-0.2076
bendamustine,lapatinib,hct116,0.0637
thalidomide_hct,aminolevulinicacid,hct116,-0.0024
thalidomide_hct,dasatinib,hct116,-0.0443
thalidomide_hct,mitotane,hct116,0.009
fulvestrant,tamoxifen,hct116,-0.1109
procarbazine,sunitinib,hct116,0.0539
temozolomide_hct,tamoxifen,hct116,0.1139
vandetanib,abiraterone,hct116,-0.0682
dacarbazine,vismodegib,hct116,-0.0032
axitinib,pazopanib,hct116,-0.0916
ruxolitinib,axitinib,hct116,-0.0509
dacarbazine,vandetanib,hct116,0.0151
doxorubicin,hydroxyurea,hct116,-0.2171
nelarabine,vandetanib,hct116,0.0303
bendamustine,tamoxifen,hct116,-0.0054
allopurinol,sunitinib,hct116,-0.0246
valrubicin,pazopanib,hct116,0.0455
sorafenib,tamoxifen,hct116,0.0091
aminolevulinicacid,megestrolacetate,hct116,-0.0334
aminolevulinicacid,vandetanib,hct116,0.0312
hydroxyurea,tamoxifen,hct116,-0.0236
ifosfamide,doxorubicin,hct116,0.031
methoxsalen,aminolevulinicacid,hct116,0.0603
hydroxyurea,megestrolacetate,hct116,0.0248
sorafenib,temozolomide_hct,hct116,0.0361
streptozocin,fulvestrant,hct116,0.0312
vinblastine,tamoxifen,hct116,-0.1273
cyclophosphamide,vinblastine,hct116,-0.006
anastrozole,tamoxifen,hct116,-0.0487
imiquimod_hct,doxorubicin,hct116,-0.2505
sirolimus,imatinib,hct116,0.0674
lenalidomide_hct,doxorubicin,hct116,-0.1205
imiquimod_hct,dacarbazine,hct116,-0.0454
sorafenib,sunitinib,hct116,-0.0257
imiquimod_hct,sirolimus,hct116,-0.2033
allopurinol,mitotane,hct116,-0.034
streptozocin,letrozole,hct116,-0.0212
tamoxifen,lenalidomide_hct,hct116,0.0432
ifosfamide,cyclophosphamide,hct116,-0.0198
cyclophosphamide,raloxifene,hct116,0.0511
celecoxib,vemurafenib_hct,hct116,-0.0808
mitotane,pazopanib,hct116,-0.1302
estramustinephosphatesodium,imatinib,hct116,-0.1068
dactinomycin,dacarbazine,hct116,-0.1604
sunitinib,dacarbazine,hct116,-0.0353
sirolimus,letrozole,hct116,0.0391
imiquimod_hct,tamoxifen,hct116,-0.1311
ifosfamide,allopurinol,hct116,0.0689
procarbazine,vandetanib,hct116,-0.0056
nilotinib,dacarbazine,hct116,-0.0753
sunitinib,ruxolitinib,hct116,0.0425
cyclophosphamide,ruxolitinib,hct116,0.0658
ifosfamide,abiraterone,hct116,0.0134
sunitinib,nelarabine,hct116,0.0534
altretamine,lenalidomide_hct,hct116,0.0137
anastrozole,dasatinib,hct116,0.0366
streptozocin,temozolomide_hct,hct116,0.0009
erlotinib,mitotane,hct116,-0.0013
imiquimod_hct,dasatinib,hct116,-0.0939
vismodegib,abiraterone,hct116,-0.0518
valrubicin,megestrolacetate,hct116,-0.054
methoxsalen,tamoxifen,hct116,-0.02
procarbazine,pralatrexate,hct116,0.0754
sunitinib,lenalidomide_hct,hct116,-0.0158
lenalidomide_hct,vandetanib,hct116,0.0242
lapatinib,tamoxifen,hct116,-0.0026
fulvestrant,sunitinib,hct116,-0.1145
fludarabine,raloxifene,hct116,0.0337
procarbazine,lenalidomide_hct,hct116,-0.0637
procarbazine,abiraterone,hct116,0.055
streptozocin,anastrozole,hct116,0.0105
sunitinib,capecitabine,hct116,0.0494
pazopanib,abiraterone,hct116,-0.0816
lapatinib,dacarbazine,hct116,-0.0685
fulvestrant,bendamustine,hct116,-0.0246
dasatinib,vemurafenib_hct,hct116,0.016
thalidomide_hct,abiraterone,hct116,-0.0978
capecitabine,vismodegib,hct116,0.0477
allopurinol,temozolomide_hct,hct116,0.024
ifosfamide,megestrolacetate,hct116,0.0305
bortezomib,vemurafenib_hct,hct116,-0.0591
cyclophosphamide,temozolomide_hct,hct116,0.0061
vinblastine,sunitinib,hct116,-0.0668
methoxsalen,abiraterone,hct116,-0.1128
thalidomide_hct,dacarbazine,hct116,-0.2536
procarbazine,lapatinib,hct116,0.027
sirolimus,celecoxib,hct116,-0.0497
ifosfamide,dacarbazine,hct116,-0.0373
ifosfamide,lenalidomide_hct,hct116,-0.0489
streptozocin,vemurafenib_hct,hct116,0.0679
erlotinib,lenalidomide_hct,hct116,-0.0903
capecitabine,abiraterone,hct116,-0.0492
valrubicin,vismodegib,hct116,-0.0397
ixabepilone,megestrolacetate,hct116,-0.0469
letrozole,dacarbazine,hct116,-0.1361
cyclophosphamide,methoxsalen,hct116,-0.005
procarbazine,vinblastine,hct116,0.0738
procarbazine,capecitabine,hct116,0.0276
fulvestrant,vinblastine,hct116,0.0022
erlotinib,cyclophosphamide,hct116,-0.0307
thalidomide_hct,tamoxifen,hct116,0.0244
methoxsalen,pralatrexate,hct116,0.0454
fulvestrant,vandetanib,hct116,-0.0083
erlotinib,streptozocin,hct116,-0.0097
aminolevulinicacid,letrozole,hct116,0.002
allopurinol,pazopanib,hct116,-0.0015
tamoxifen,abiraterone,hct116,-0.0634
methoxsalen,vismodegib,hct116,-0.0055
erlotinib,tamoxifen,hct116,-0.1619
allopurinol,vismodegib,hct116,-0.0172
bendamustine,mitotane,hct116,-0.0619
sirolimus,nilotinib,hct116,-0.0052
sunitinib,abiraterone,hct116,-0.0401
nilotinib,hydroxyurea,hct116,-0.0264
axitinib,vemurafenib_hct,hct116,-0.0488
doxorubicin,nelarabine,hct116,-0.244
lapatinib,lenalidomide_hct,hct116,-0.0553
mitotane,vandetanib,hct116,-0.069
fulvestrant,vismodegib,hct116,-0.0038
dacarbazine,pazopanib,hct116,-0.0105
tamoxifen,celecoxib,hct116,-0.014
lapatinib,vandetanib,hct116,0.0673
fulvestrant,ruxolitinib,hct116,-0.0604
allopurinol,altretamine,hct116,0.0333
bortezomib,altretamine,hct116,-0.0777
ifosfamide,sunitinib,hct116,-0.0015
cyclophosphamide,pralatrexate,hct116,0.0412
dasatinib,capecitabine,hct116,-0.047
bendamustine,sunitinib,hct116,0.0278
streptozocin,lapatinib,hct116,-0.0594
mitotane,lapatinib,hct116,0.0328
fulvestrant,altretamine,hct116,-0.0092
imatinib,abiraterone,hct116,-0.0566
cyclophosphamide,vismodegib,hct116,0.0168
methoxsalen,allopurinol,hct116,0.0246
aminolevulinicacid,vismodegib,hct116,0.0008
bortezomib,pazopanib,hct116,-0.0382
capecitabine,lenalidomide_hct,hct116,-0.0868
methoxsalen,vandetanib,hct116,-0.0055
nilotinib,abiraterone,hct116,-0.0387
abiraterone,ruxolitinib,hct116,-0.0252
sunitinib,imatinib,hct116,0.0449
thalidomide_hct,lenalidomide_hct,hct116,0.0633
mitotane,altretamine,hct116,-0.0994
ifosfamide,procarbazine,hct116,-0.0068
ixabepilone,ruxolitinib,hct116,-0.031
megestrolacetate,pazopanib,hct116,-0.0598
sunitinib,temozolomide_hct,hct116,0.0271
aminolevulinicacid,bendamustine,hct116,0.0275
cyclophosphamide,anastrozole,hct116,0.0573
ixabepilone,vandetanib,hct116,-0.071
methoxsalen,mitotane,hct116,-0.0079
mitotane,vinblastine,hct116,-0.0587
allopurinol,aminolevulinicacid,hct116,-0.0756
streptozocin,hydroxyurea,hct116,0.0237
streptozocin,nelarabine,hct116,-0.0043
letrozole,lenalidomide_hct,hct116,-0.0856
celecoxib,raloxifene,hct116,-0.0447
ruxolitinib,abiraterone,hct116,-0.0766
imiquimod_hct,vandetanib,hct116,0.036
imatinib,dacarbazine,hct116,-0.0659
ixabepilone,pazopanib,hct116,0.0542
mitotane,nelarabine,hct116,-0.2982
cyclophosphamide,nelarabine,hct116,-0.0256
capecitabine,vandetanib,hct116,0.0234
valrubicin,vandetanib,hct116,-0.0372
hydroxyurea,pazopanib,hct116,-0.0371
megestrolacetate,vemurafenib_hct,hct116,0.0174
procarbazine,imatinib,hct116,0.0139
anastrozole,dacarbazine,hct116,-0.1133
ifosfamide,streptozocin,hct116,-0.0331
nelarabine,axitinib,hct116,-0.0459
bortezomib,raloxifene,hct116,-0.0694
hydroxyurea,sunitinib,hct116,-0.0269
procarbazine,bendamustine,hct116,0.0371
tamoxifen,megestrolacetate,hct116,0.0423
procarbazine,allopurinol,hct116,0.0249
nilotinib,anastrozole,hct116,0.0645
procarbazine,celecoxib,hct116,0.0242
ifosfamide,mitotane,hct116,-0.0529
ifosfamide,vismodegib,hct116,0.0475
hydroxyurea,vismodegib,hct116,-0.0152
abiraterone,pazopanib,hct116,-0.0541
thalidomide_hct,fulvestrant,hct116,0.0113
lenalidomide_hct,ruxolitinib,hct116,0.0062
temozolomide_hct,pazopanib,hct116,0.0714
thalidomide_hct,bendamustine,hct116,0.01
allopurinol,vandetanib,hct116,-0.0412
altretamine,megestrolacetate,hct116,0.0039
nelarabine,dacarbazine,hct116,-0.0514
hydroxyurea,vandetanib,hct116,-0.003
dactinomycin,altretamine,hct116,-0.1942
altretamine,vandetanib,hct116,0.0364
megestrolacetate,vandetanib,hct116,0.0205
raloxifene,doxorubicin,hct116,-0.0691
sunitinib,megestrolacetate,hct116,-0.0393
vismodegib,vandetanib,hct116,0.0102
erlotinib,procarbazine,hct116,-0.0048
ifosfamide,tamoxifen,hct116,-0.1166
imiquimod_hct,streptozocin,hct116,0.0281
dactinomycin,lenalidomide_hct,hct116,-0.222
imiquimod_hct,methoxsalen,hct116,0.0622
erlotinib,vinblastine,hct116,0.008
methoxsalen,sorafenib,hct116,-0.0238
methoxsalen,megestrolacetate,hct116,0.0172
ifosfamide,fulvestrant,hct116,0.0301
aminolevulinicacid,lapatinib,hct116,0.0455
bendamustine,sorafenib,hct116,0.0109
valrubicin,altretamine,hct116,-0.0341
allopurinol,sorafenib,hct116,-0.0699
allopurinol,vinblastine,hct116,0.0304
imiquimod_hct,lenalidomide_hct,hct116,-0.07
bendamustine,lenalidomide_hct,hct116,-0.0083
hydroxyurea,ruxolitinib,hct116,-0.0028
erlotinib,megestrolacetate,hct116,-0.0476
methoxsalen,procarbazine,hct116,0.007
bendamustine,dacarbazine,hct116,-0.0742
mitotane,vemurafenib_hct,hct116,-0.1557
sorafenib,lapatinib,hct116,0.0811
bendamustine,vismodegib,hct116,0.0047
procarbazine,hydroxyurea,hct116,0.0241
vemurafenib_hct,lenalidomide_hct,hct116,-0.0752
vinblastine,sorafenib,hct116,0.0409
cyclophosphamide,celecoxib,hct116,0.0191
cyclophosphamide,altretamine,hct116,0.0331
dasatinib,veliparib,hct116,0.0755
temozolomide_hct,dacarbazine,hct116,-0.0768
lapatinib,imatinib,hct116,0.0849
axitinib,raloxifene,hct116,-0.1103
tamoxifen,altretamine,hct116,0.0517
erlotinib,temozolomide_hct,hct116,-0.06
aminolevulinicacid,altretamine,hct116,0.0051
cyclophosphamide,hydroxyurea,hct116,0.0119
aminolevulinicacid,hydroxyurea,hct116,0.0272
erlotinib,vismodegib,hct116,-0.0168
vemurafenib_hct,dacarbazine,hct116,-0.0885
mitotane,letrozole,hct116,-0.0589
mitotane,ruxolitinib,hct116,-0.0691
capecitabine,tamoxifen,hct116,-0.0421
cyclophosphamide,thalidomide_hct,hct116,-0.0562
fulvestrant,pazopanib,hct116,-0.0456
anastrozole,temozolomide_hct,hct116,0.0573
tamoxifen,ruxolitinib,hct116,0.0254
hydroxyurea,altretamine,hct116,0.0453
ifosfamide,vandetanib,hct116,-0.0273
nilotinib,tamoxifen,hct116,-0.0074
mitotane,capecitabine,hct116,-0.0085
dasatinib,raloxifene,hct116,0.0142
pazopanib,vismodegib,hct116,-0.0823
sorafenib,imatinib,hct116,0.0392
allopurinol,fulvestrant,hct116,-0.0885
bendamustine,celecoxib,hct116,-0.0015
